#Rev: sensefly/geoinfo/3
fileName	latitude	longitude	altitude_wgs84
DSC05105.JPG	37.4953975359	140.9854340771	200.8041381836	
DSC05106.JPG	37.4953860335	140.9859903349	199.4633178711	
DSC05107.JPG	37.4954022495	140.9865823430	199.0768432617	
DSC05108.JPG	37.4953886591	140.9871717652	198.1044616699	
DSC05109.JPG	37.4953878216	140.9877749935	198.9434051514	
DSC05110.JPG	37.4954088487	140.9883814190	197.8973083496	
DSC05111.JPG	37.4953629784	140.9889683218	197.1481475830	
DSC05112.JPG	37.4954295340	140.9895645302	198.9596252441	
DSC05113.JPG	37.4953964914	140.9901423939	201.0044860840	
DSC05114.JPG	37.4953808687	140.9906962040	201.2139587402	
DSC05115.JPG	37.4954011678	140.9913051559	199.3619842529	
DSC05116.JPG	37.4953753233	140.9918900414	197.1811370850	
DSC05117.JPG	37.4954066536	140.9924746551	199.2419281006	
DSC05118.JPG	37.4953824371	140.9930500340	197.3567199707	
DSC05119.JPG	37.4954045208	140.9936243554	198.0223846436	
DSC05120.JPG	37.4953996720	140.9941913522	198.2521514893	
DSC05121.JPG	37.4953760744	140.9947644158	197.9973602295	
DSC05122.JPG	37.4953859581	140.9953401210	197.2044982910	
DSC05123.JPG	37.4953873846	140.9959334549	195.8119354248	
DSC05124.JPG	37.4953910457	140.9965245787	197.8662261963	
DSC05125.JPG	37.4953898755	140.9971199015	199.1084899902	
DSC05126.JPG	37.4953900483	140.9977010525	200.9813995361	
DSC05127.JPG	37.4953796885	140.9983136901	198.0786285400	
DSC05128.JPG	37.4953998521	140.9989120147	201.8554992676	
DSC05129.JPG	37.4953806669	140.9994900077	200.0521087646	
DSC05130.JPG	37.4953902316	141.0000871997	203.2263336182	
DSC05131.JPG	37.4953641836	141.0006884702	200.1570739746	
DSC05132.JPG	37.4953938701	141.0012688235	197.4427337646	
DSC05133.JPG	37.4953979409	141.0018473880	197.6952667236	
DSC05134.JPG	37.4953894861	141.0024414608	198.6382446289	
DSC05135.JPG	37.4954007769	141.0029966125	202.6604003906	
DSC05136.JPG	37.4953972864	141.0035841259	199.9071502686	
DSC05137.JPG	37.4953750362	141.0041630180	199.9711303711	
DSC05138.JPG	37.4953956673	141.0047149173	199.5941009521	
DSC05139.JPG	37.4953725338	141.0052926368	197.5768127441	
DSC05140.JPG	37.4953961960	141.0058786028	197.4097290039	
DSC05141.JPG	37.4953802715	141.0064547217	197.5617523193	
DSC05142.JPG	37.4953706858	141.0070172849	197.9461059570	
DSC05143.JPG	37.4948138744	141.0069513989	196.9966125488	
DSC05144.JPG	37.4948179634	141.0063640985	197.2871704102	
DSC05145.JPG	37.4948310448	141.0057616982	196.6728668213	
DSC05146.JPG	37.4948016812	141.0052180131	197.4900512695	
DSC05147.JPG	37.4948277610	141.0046304281	198.3979949951	
DSC05148.JPG	37.4948173526	141.0040153474	200.2677001953	
DSC05149.JPG	37.4948092779	141.0034365895	202.1873931885	
DSC05150.JPG	37.4948270965	141.0028609648	201.4623413086	
DSC05151.JPG	37.4947871389	141.0022548655	202.1554870605	
DSC05152.JPG	37.4948071721	141.0016958158	204.5764160156	
DSC05153.JPG	37.4948069033	141.0011041051	202.6137695312	
DSC05154.JPG	37.4948198185	141.0005306620	198.6251678467	
DSC05155.JPG	37.4948018837	140.9999386081	199.1180114746	
DSC05156.JPG	37.4948133127	140.9993724438	196.8942108154	
DSC05157.JPG	37.4948075175	140.9987520219	196.1723175049	
DSC05158.JPG	37.4948395978	140.9981904815	195.3915100098	
DSC05159.JPG	37.4948338954	140.9975994499	195.2804107666	
DSC05160.JPG	37.4948092190	140.9969887748	197.6113281250	
DSC05161.JPG	37.4948029882	140.9963999475	198.9485015869	
DSC05162.JPG	37.4948178036	140.9957912296	199.1796264648	
DSC05163.JPG	37.4948075063	140.9951905689	198.7105255127	
DSC05164.JPG	37.4948331370	140.9945993429	197.8732604980	
DSC05165.JPG	37.4948207288	140.9939920089	198.5940704346	
DSC05166.JPG	37.4948116443	140.9934018547	198.4322357178	
DSC05167.JPG	37.4948021902	140.9927985494	199.6372680664	
DSC05168.JPG	37.4947973746	140.9921664248	200.2391662598	
DSC05169.JPG	37.4948087543	140.9915423191	200.4136505127	
DSC05170.JPG	37.4948179630	140.9909499512	202.2564697266	
DSC05171.JPG	37.4948080872	140.9903466758	203.8197174072	
DSC05172.JPG	37.4948141711	140.9897468233	203.8231048584	
DSC05173.JPG	37.4948117480	140.9891312670	204.8539886475	
DSC05174.JPG	37.4947857759	140.9885284082	202.8545684814	
DSC05175.JPG	37.4947978689	140.9879532570	199.6366577148	
DSC05176.JPG	37.4948027492	140.9873821902	197.1757354736	
DSC05177.JPG	37.4948032345	140.9867859458	197.2845764160	
DSC05178.JPG	37.4947905769	140.9862057023	199.8119964600	
DSC05179.JPG	37.4948126677	140.9856100604	197.7644805908	
DSC05180.JPG	37.4947920987	140.9850349447	198.7537384033	
DSC05181.JPG	37.4948104168	140.9844544139	198.0160064697	
DSC05182.JPG	37.4948033409	140.9838602405	198.4495544434	
DSC05183.JPG	37.4942437127	140.9842483587	197.3241577148	
DSC05184.JPG	37.4942615988	140.9847783489	197.4130249023	
DSC05185.JPG	37.4942549504	140.9854139614	196.1425018311	
DSC05186.JPG	37.4942571903	140.9860036329	197.6767730713	
DSC05187.JPG	37.4942658475	140.9866087084	199.6559448242	
DSC05188.JPG	37.4942593020	140.9871985037	199.9520263672	
DSC05189.JPG	37.4942648433	140.9877834743	202.3160858154	
DSC05190.JPG	37.4942271798	140.9883754754	203.8401794434	
DSC05191.JPG	37.4942745413	140.9889599092	203.9414062500	
DSC05192.JPG	37.4942313235	140.9895208030	200.3828430176	
DSC05193.JPG	37.4942502828	140.9901170079	199.6851654053	
DSC05194.JPG	37.4942591122	140.9906815057	197.5670013428	
DSC05195.JPG	37.4942449670	140.9912215131	197.8398132324	
DSC05196.JPG	37.4942261121	140.9918168029	198.0292663574	
DSC05197.JPG	37.4942848389	140.9923831700	197.6209869385	
DSC05198.JPG	37.4942491807	140.9929805154	200.1845245361	
DSC05199.JPG	37.4942571718	140.9935289839	199.4665527344	
DSC05200.JPG	37.4942539218	140.9941142048	197.2479858398	
DSC05201.JPG	37.4942702622	140.9947402634	199.2145996094	
DSC05202.JPG	37.4942443640	140.9953187364	199.0841827393	
DSC05203.JPG	37.4942577230	140.9959014061	198.9464721680	
DSC05204.JPG	37.4942431202	140.9964926603	198.7495574951	
DSC05205.JPG	37.4942636365	140.9970751984	196.9866333008	
DSC05206.JPG	37.4942514341	140.9976813368	197.3183441162	
DSC05207.JPG	37.4942469444	140.9982554163	197.9497375488	
DSC05208.JPG	37.4942658088	140.9988582867	199.8100738525	
DSC05209.JPG	37.4942334801	140.9994617492	199.8162841797	
DSC05210.JPG	37.4942711617	141.0000534334	198.3276367188	
DSC05211.JPG	37.4942243216	141.0006324086	201.1029815674	
DSC05212.JPG	37.4942630711	141.0012250277	198.2377624512	
DSC05213.JPG	37.4942545181	141.0018328105	197.9132232666	
DSC05214.JPG	37.4942483873	141.0024382711	199.1946716309	
DSC05215.JPG	37.4942662990	141.0030169723	201.2923278809	
DSC05216.JPG	37.4942481587	141.0036224923	200.2187652588	
DSC05217.JPG	37.4942563310	141.0042297195	198.5178680420	
DSC05218.JPG	37.4942192955	141.0048254293	198.3765869141	
DSC05219.JPG	37.4942747828	141.0054008885	196.4589538574	
DSC05220.JPG	37.4942496797	141.0059930391	196.9985351562	
DSC05221.JPG	37.4942615539	141.0065627515	197.0216827393	
DSC05222.JPG	37.4942495870	141.0071498437	197.7105407715	
DSC05223.JPG	37.4936908751	141.0069769909	198.4003295898	
DSC05224.JPG	37.4936637314	141.0064201556	199.1019134521	
DSC05225.JPG	37.4936759197	141.0058597187	197.6458892822	
DSC05226.JPG	37.4936770988	141.0052809043	197.9263916016	
DSC05227.JPG	37.4936492320	141.0047014478	199.9907836914	
DSC05228.JPG	37.4936735735	141.0041310746	199.4748229980	
DSC05229.JPG	37.4936960064	141.0035121702	199.7000427246	
DSC05230.JPG	37.4936712741	141.0029155899	198.8056488037	
DSC05231.JPG	37.4936655562	141.0023151421	199.7638549805	
DSC05232.JPG	37.4936939386	141.0016885253	199.2232666016	
DSC05233.JPG	37.4936604080	141.0010916481	199.5431671143	
DSC05234.JPG	37.4936914537	141.0005067304	199.5301666260	
DSC05235.JPG	37.4936754617	140.9999423034	197.7334899902	
DSC05236.JPG	37.4936775976	140.9993310270	197.7184295654	
DSC05237.JPG	37.4936927275	140.9987354486	197.0910949707	
DSC05238.JPG	37.4936896500	140.9981329705	200.0695953369	
DSC05239.JPG	37.4936787877	140.9975261440	201.9314575195	
DSC05240.JPG	37.4936623339	140.9969362135	200.6966247559	
DSC05241.JPG	37.4936812984	140.9963239199	197.3992919922	
DSC05242.JPG	37.4936759743	140.9957462071	196.3168334961	
DSC05243.JPG	37.4936564863	140.9951219439	195.8591766357	
DSC05244.JPG	37.4936985844	140.9945214860	197.9176483154	
DSC05245.JPG	37.4936616769	140.9939317323	198.3480987549	
DSC05246.JPG	37.4936838013	140.9933044849	199.7138366699	
DSC05247.JPG	37.4936690179	140.9927077160	202.1637725830	
DSC05248.JPG	37.4936776881	140.9921087860	202.8276062012	
DSC05249.JPG	37.4936712798	140.9915003387	202.6051635742	
DSC05250.JPG	37.4936631468	140.9909235777	203.0006103516	
DSC05251.JPG	37.4936719303	140.9903089337	204.5090332031	
DSC05252.JPG	37.4936743693	140.9897328988	205.3410491943	
DSC05253.JPG	37.4936732008	140.9890896639	205.3659210205	
DSC05254.JPG	37.4936605325	140.9884937211	202.7635955811	
DSC05255.JPG	37.4936558847	140.9878780816	200.0379638672	
DSC05256.JPG	37.4936823113	140.9873001694	199.1239776611	
DSC05257.JPG	37.4936495095	140.9866861574	198.5685119629	
DSC05258.JPG	37.4936785040	140.9860630026	197.5891876221	
DSC05259.JPG	37.4936546581	140.9854832167	196.7448272705	
DSC05260.JPG	37.4936699472	140.9848791965	198.5033721924	
DSC05261.JPG	37.4936775780	140.9843168586	198.8156433105	
DSC05262.JPG	37.4936528699	140.9837328235	198.5413970947	
DSC05263.JPG	37.4931114956	140.9842338994	197.7948608398	
DSC05264.JPG	37.4930984771	140.9847829754	197.3932800293	
DSC05265.JPG	37.4931515837	140.9853863364	198.5805358887	
DSC05266.JPG	37.4931020664	140.9859702260	198.3369445801	
DSC05267.JPG	37.4931436392	140.9865904975	198.7560882568	
DSC05268.JPG	37.4931035476	140.9871682753	201.1281127930	
DSC05269.JPG	37.4931397764	140.9877796815	202.4434509277	
DSC05270.JPG	37.4931077487	140.9883462951	201.4476470947	
DSC05271.JPG	37.4931443809	140.9889584422	200.9981536865	
DSC05272.JPG	37.4931246011	140.9895754841	201.6312561035	
DSC05273.JPG	37.4931200706	140.9902109314	201.3354339600	
DSC05274.JPG	37.4931109742	140.9907676478	198.2552490234	
DSC05275.JPG	37.4931348693	140.9913819062	201.3643798828	
DSC05276.JPG	37.4931113697	140.9919684309	202.0158081055	
DSC05277.JPG	37.4930987990	140.9925352555	200.2147674561	
DSC05278.JPG	37.4931181705	140.9931235944	196.9280242920	
DSC05279.JPG	37.4931253731	140.9936821770	196.8070678711	
DSC05280.JPG	37.4931077137	140.9942783955	195.4293823242	
DSC05281.JPG	37.4931334746	140.9948788933	195.2931976318	
DSC05282.JPG	37.4931113538	140.9954755805	198.0276336670	
DSC05283.JPG	37.4931021585	140.9960450797	203.0273437500	
DSC05284.JPG	37.4931198403	140.9966330155	200.3232879639	
DSC05285.JPG	37.4931296314	140.9972093549	199.3333282471	
DSC05286.JPG	37.4930926807	140.9978135061	199.3730468750	
DSC05287.JPG	37.4931430119	140.9984069832	198.3504638672	
DSC05288.JPG	37.4931112137	140.9989806606	198.7374267578	
DSC05289.JPG	37.4931257962	140.9995556006	198.2753601074	
DSC05290.JPG	37.4931090809	141.0001611526	198.4807281494	
DSC05291.JPG	37.4931153196	141.0007504893	198.9667510986	
DSC05292.JPG	37.4931091224	141.0013268067	198.7373657227	
DSC05293.JPG	37.4931356711	141.0018914328	199.3659667969	
DSC05294.JPG	37.4930719536	141.0025134682	199.7874145508	
DSC05295.JPG	37.4931603161	141.0030804463	198.4259185791	
DSC05296.JPG	37.4930925780	141.0036617803	197.7547454834	
DSC05297.JPG	37.4931389098	141.0042224551	198.3865966797	
DSC05298.JPG	37.4931122675	141.0048408436	198.2912292480	
DSC05299.JPG	37.4931272512	141.0054067660	199.4630737305	
DSC05300.JPG	37.4931039060	141.0059970080	198.1114959717	
DSC05301.JPG	37.4931171897	141.0065461426	198.3663177490	
DSC05302.JPG	37.4931207575	141.0071169205	199.2165985107	
