#Rev: sensefly/geoinfo/3
fileName	latitude	longitude	altitude_wgs84
DSC05483.JPG	37.4920329439	140.9929348563	201.6611022949	
DSC05484.JPG	37.4920309925	140.9923319563	201.4038543701	
DSC05485.JPG	37.4920153102	140.9917437573	200.7404174805	
DSC05486.JPG	37.4920145193	140.9911161325	199.5504455566	
DSC05487.JPG	37.4920253505	140.9904991340	199.1617431641	
DSC05488.JPG	37.4920255319	140.9899275675	198.8807373047	
DSC05489.JPG	37.4920234420	140.9893114623	198.6230773926	
DSC05490.JPG	37.4920138373	140.9887031692	197.7766723633	
DSC05491.JPG	37.4920421698	140.9881004023	197.2706451416	
DSC05492.JPG	37.4920222551	140.9874863002	197.1430358887	
DSC05493.JPG	37.4920311416	140.9868912052	198.7630310059	
DSC05494.JPG	37.4920319406	140.9862813332	197.8821105957	
DSC05495.JPG	37.4920371174	140.9856405292	197.7792816162	
DSC05496.JPG	37.4920124669	140.9850048620	200.5674743652	
DSC05497.JPG	37.4925964650	140.9854407429	200.7017364502	
DSC05498.JPG	37.4925830709	140.9860150435	200.7293243408	
DSC05499.JPG	37.4925825993	140.9865750578	201.3692169189	
DSC05500.JPG	37.4926337619	140.9871738028	201.6180114746	
DSC05501.JPG	37.4925902198	140.9877592758	200.2846374512	
DSC05502.JPG	37.4925818540	140.9883810655	199.9207763672	
DSC05503.JPG	37.4926033988	140.9889349502	201.5966491699	
DSC05504.JPG	37.4925914968	140.9895202833	199.0178070068	
DSC05505.JPG	37.4925985534	140.9900840844	198.6583709717	
DSC05506.JPG	37.4925986577	140.9906832467	198.7708129883	
DSC05507.JPG	37.4925921924	140.9912500864	199.5652313232	
DSC05508.JPG	37.4925981148	140.9918581433	199.0565643311	
DSC05509.JPG	37.4926052091	140.9924272823	198.9581909180	
DSC05510.JPG	37.4925883155	140.9929960266	199.6982116699	
DSC05511.JPG	37.4926115941	140.9935935932	199.6341705322	
DSC05512.JPG	37.4926037007	140.9941620816	200.7922973633	
DSC05513.JPG	37.4925873417	140.9947565906	199.6016845703	
DSC05514.JPG	37.4926055876	140.9953246434	201.0105895996	
DSC05515.JPG	37.4925982690	140.9959102742	199.9154205322	
DSC05516.JPG	37.4926027729	140.9965002445	199.3144836426	
DSC05517.JPG	37.4925891961	140.9970714872	199.0228271484	
DSC05518.JPG	37.4926009071	140.9976284967	199.5390930176	
DSC05519.JPG	37.4925602113	140.9982490942	203.0274200439	
DSC05520.JPG	37.4925717311	140.9988112861	203.0717926025	
DSC05521.JPG	37.4925909240	140.9993728056	200.0699462891	
DSC05522.JPG	37.4926033512	140.9999504213	198.3775939941	
DSC05523.JPG	37.4926131946	141.0005173767	198.9846801758	
DSC05524.JPG	37.4925892986	141.0010732585	198.4613037109	
DSC05525.JPG	37.4926190145	141.0016754145	198.6997528076	
DSC05526.JPG	37.4925949833	141.0022629816	198.2587127686	
DSC05527.JPG	37.4925708055	141.0028513722	198.6974029541	
DSC05528.JPG	37.4926119477	141.0034376462	200.4086151123	
DSC05529.JPG	37.4925939457	141.0040364540	199.9604949951	
DSC05530.JPG	37.4925932959	141.0046166477	199.7741394043	
DSC05531.JPG	37.4925958056	141.0052151552	200.6523590088	
DSC05532.JPG	37.4926038471	141.0057841334	200.5235595703	
DSC05533.JPG	37.4925847481	141.0063838974	200.7610473633	
DSC05534.JPG	37.4925975568	141.0069652090	200.7212829590	
